index,premise,hypothesis,concatenation_spectral_k2,concatenation_gmm_k2,concatenation_hierarchical_k2,concatenation_spectral_k3,concatenation_gmm_k3,concatenation_hierarchical_k3,concatenation_spectral_k4,concatenation_gmm_k4,concatenation_hierarchical_k4,concatenation_spectral_k5,concatenation_gmm_k5,concatenation_hierarchical_k5,concatenation_spectral_k10,concatenation_gmm_k10,concatenation_hierarchical_k10,semantic_coherence_spectral_k2,semantic_coherence_gmm_k2,semantic_coherence_hierarchical_k2,semantic_coherence_spectral_k3,semantic_coherence_gmm_k3,semantic_coherence_hierarchical_k3,semantic_coherence_spectral_k4,semantic_coherence_gmm_k4,semantic_coherence_hierarchical_k4,semantic_coherence_spectral_k5,semantic_coherence_gmm_k5,semantic_coherence_hierarchical_k5,semantic_coherence_spectral_k10,semantic_coherence_gmm_k10,semantic_coherence_hierarchical_k10
2472,A line of construction workers walk along a train track under an overpass.,The workers are trapped underwater.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,0,1,0,0,1,0,0,4,1,8,4
2473,A number of identically costumed women dance outdoors before an audience.,Men perform a dance.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,4,0,1,0,0,0,0,0,3,0,0,0,0,1,3,0
2474,"A Black man in a knitted cap and dark jacket is working with complicated machinery to prepare drinks for green, red, and white cups.",A thief in dark clothing is stealing jewelry from a store.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,4
2475,A young woman in a white dress and sandals sits on the steps with a large red handbag beside her.,a women in a crowd jumps for joy,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2476,Young man in green shirt play xylophone for crowd in public area.,A man plays a piano alone in a room.,0,1,0,1,1,2,0,1,2,0,1,2,6,8,4,0,0,0,0,0,0,0,2,0,0,2,0,7,6,0
2477,There is a person swim diving at a swimming pool.,There is a person tanning at the pool.,0,1,0,1,1,1,2,1,0,4,1,0,0,1,0,0,1,0,0,1,2,0,1,2,0,0,2,1,3,2
2478,A young man flashes the peace sign to an older man with a bald spot in the backseat of a van.,"Baa, baa, plaid sheep, have you any Woolite?",0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2479,Three people are traveling together toward the city.,The city was closed so the people stayed home and slept all day.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2480,A man sitting on a green bench talking on the telephone.,A man is talking to the person sitting next to him.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,2,2,1,1,2
2481,"Two young women running, one wearing a green shirt and the other wearing a gray shirt with a race tag ""5028"" with an ambulance and a Coca-Cola machine in the background.",The women are washing windows.,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,0,1,0,0,1,0,0,1,0,4,4,1,8,4
2482,a person dancing is doing a dance move where there whole body is off the ground except for one hand,Nobody is dancing,0,1,0,1,2,1,0,1,0,2,1,0,9,5,0,0,0,0,0,0,2,0,3,2,0,0,2,1,3,2
2483,A shirtless man in a hat and tie is hammering metal on an anvil.,A man wearing nothing at all hammering metal on an anvil.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2484,A young boy with an interesting attire.,The young boy is naked.,0,1,0,1,1,1,2,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
2485,"There are 5 men in a small motor boat, behind them is a tropical jungle.",A group of people are jumping off the boat.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2486,A family walks through thick snow.,Family outside sunbathing,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8
2487,The person towards the right is wearing riot uniform while people seem to be filing out.,The person is wearing a riot uniform while people were scattered around.,0,1,0,2,1,2,0,1,2,2,1,2,9,1,1,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2488,Five children sitting on a set of steps that are located outside.,Several kids are standing outside near the stairway.,0,0,0,2,0,2,2,0,2,4,2,2,0,7,1,0,1,0,2,1,0,2,1,0,2,1,1,5,7,7
2489,A man wearing a black sweater cooks food in a pan while standing in a cluttered kitchen.,A man wearing a black sweater is cooking food in a pan in a spotless kitchen,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2490,Jets perform an aerial show complete with skywriting.,Jets crash during an aerial show,0,0,0,1,0,1,1,0,0,0,0,0,8,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2491,A man in shorts is standing on a rock looking out at the view from the hilltop.,The man is looking out at the view.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,2,2,7,1,2
2492,A man in a blue-checkered apron is using cleaning products to sanitize a surface.,The man is sleeping,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
2493,Cleanup workers on cleaning on the road.,Workers are throwing confetti.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,1,2,0,3,2,0,0,2,1,0,2
2494,A child jumping out of a swing toward a target placed on the ground.,A child swinging very high.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,2,0,1,2,0,1,2,0,7,2
2495,A redheaded woman walks through a crowded park.,A woman is dancing to Elvis while singing to a rapt audience.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2496,A woman is reading a newspaper article.,A woman is reading TIME magazine.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
2497,A man wearing a black hat is walking through a busy city street.,the man is visiing the country and milking cows,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2498,A man standing in front of an American flag talks in to a microphone as others watch.,A cat is sleeping on a blanket.,0,1,1,1,1,0,1,1,3,0,1,3,1,5,3,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2499,A singer in a white button-down shirt is performing while a girl plays the guitar in the back.,Ten people riding ATVs.,0,0,0,2,0,2,0,0,2,2,0,2,6,6,4,0,0,1,0,2,1,0,2,1,0,4,4,1,2,4
2500,A guy wearing a hat and sunglasses on a boat in the middle of the ocean is holding up a fish.,No water or other liquids are visible here.,0,1,0,1,1,1,1,1,0,0,1,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2501,A woman stands on the curb next to a busy street.,the woman is asleep at home,0,1,0,1,2,1,1,3,0,0,3,0,1,9,2,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
2502,A woman in a red and white bathing suit is taking a picture for three friends that are traveling in front of the shops near a beach.,A woman has a black and white bathing suit.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,0,0,1,0,0,0,0,1,3,1
2503,"A group of children stand underneath some banners, stretching their arms over their heads.",A group of kids taking a nap.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,0,0,2,0,0,2,0,1,5,0,7
2504,Two adults and a little boy sit on a homey exterior porch in front of an exotic flora and fauna nature scene.,A kid and some adults are getting ready to board the plane.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8
2505,A boy is hanging upside down from a tire swing.,The boy is flying around his house.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
2506,Three kids hanging on a bared window.,Three kids are sitting on the window sill.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,1,2,2,1,2,2,1,2,5,7,2
2507,Several people are waiting for something to arrive.,A woman by herself,0,0,0,1,2,1,0,3,0,2,3,0,9,5,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2508,People are walking the marathon for a cause.,The people are having a picnic.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
2509,"A young brunette woman in a red shirt and blue jeans is sitting next to a man wearing shorts and a t-shirt with an astronaut and a cap, in front of a house.",A woman and a man jump rope in the front yard.,0,0,0,2,0,2,0,0,2,2,3,2,9,6,1,0,0,1,0,0,1,0,0,1,0,0,4,1,8,4
2510,SouthEast Asian couple riding on a tractor through a beach landscape.,A well dressed couple rides an elephant.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2511,A woman runs up to a juggling man on a tightrope.,A woman is sitting on a couch.,0,1,0,1,2,1,1,3,0,0,3,0,2,9,2,0,0,0,0,2,0,0,2,0,0,4,0,7,2,1
2512,A crowd of Asian people enjoy a sunny day as they sit on park benches beneath flowering plum trees.,ten africans play with a zebra,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2513,Two girls are looking past each other in different directions while standing in a crowd.,Two women sit in a chair at a cafe.,0,0,0,2,0,1,0,0,0,2,0,1,2,9,5,0,0,0,0,0,0,0,0,0,0,4,0,1,8,1
2514,A child at the height of a swing.,A child is in his bedroom sleeping,0,1,0,1,2,1,2,1,0,4,2,0,0,2,2,0,0,1,0,2,1,0,2,1,0,4,4,7,4,4
2515,A group of children are playing with bubbles outdoors.,The children are playing ball inside.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,0,0,2,0,0,2,0,0,2,0,1,5,3,7
2516,A woman in a green shirt is opening a box.,the woman is asleep,0,1,0,1,2,1,1,3,0,0,3,0,1,9,2,0,0,1,0,2,1,0,0,1,0,4,4,7,8,4
2517,Male athlete practicing yoga meditation technique.,The athlete talks on the telephone.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,3,1,0,2,4,7,3,9
2518,This is a girl in a white t-shirt eating noodles with chopsticks.,This is a girl eating pork ribs.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,1,0,0,1,2,0,1,2,0,0,2,6,5,2
2519,Older man with glasses talking on the phone.,The man is young.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
2520,An old man stands beside a sea.,An old woman stares out at sea.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,1,0,0,1,0,0,1,0,0,1,0,7,0,1
2521,Two brown dogs playfully chase a red and white soccer ball.,Two dogs are playing tug of war with a rope.,1,0,1,0,0,0,3,2,3,3,4,3,4,3,3,1,1,0,1,0,0,1,3,3,3,0,3,3,3,3
2522,Policemen ride motorcycles through a crowd.,Policewomen ride bikes along the beach.,0,0,0,2,0,1,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,3,0,0,3,0,8,3,0
2523,A baby sleeping on its back.,A man goes to sleep.,0,1,1,1,1,0,1,1,1,0,1,4,1,8,9,0,0,1,0,0,1,0,0,1,0,4,4,7,8,9
2524,A blueish green car on a dirt road splashing water on the left.,The truck is on a paved road.,0,1,0,1,2,1,0,1,0,2,1,0,9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2525,A cowboy at a rodeo flips over a calf during a calf roping event.,The boy in the school playing cricket.,0,1,0,1,1,1,2,1,0,4,2,0,0,2,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2526,Three men are gathered around while one is operating a camera.,Three men are gathered around a ping pong table and one is fixing the net.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,0,2,0,3,2,0,0,2,1,0,2
2527,The back of a woman wearing a flowered short-sleeved shirt.,The woman is swimming with sharks.,0,1,0,1,2,2,1,3,2,0,3,2,2,9,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2528,A large group of people sit on concrete benches while two people walk along in front of it in blue jeans.,The group of people are at the beach.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8
2529,The receiver is tackled after making the catch.,Two men are knitting sweaters.,0,0,0,2,0,2,0,0,2,1,0,2,3,0,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2530,a proud wife to be gets her makeup done on her wedding day.,The woman is going to a funeral.,0,1,0,1,2,2,1,3,2,0,3,2,2,9,1,0,0,0,0,0,2,0,0,2,0,0,2,1,8,2
2531,"Two men dressed in festive orange clothing, another man approaching in a Uncle Sam hat and a lady with a name tag on her gold sweater.",dog eats out of bowl,0,1,0,1,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2532,Several people are standing in a fenced in area.,A few people are sitting down in a fenced area.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2533,Several boys in short and tank tops or t-shirts are running.,A group of old ladies are running in shorts and tank tops.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,1,1,0,1,1,0,3,1,0,0,4,1,0,4
2534,A man on a blue motorcycle.,A woman is wearing a red blouse and riding a bike.,0,1,0,1,2,1,1,3,0,0,3,0,8,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2535,A older lady is working with a mix master while two young boys stand next to her with aprons on helping her.,A lady and two boy eating waffles at their kitchen table.,0,0,0,2,0,1,0,0,0,2,3,0,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,8
2536,A man sits on a sidewalk.,The man is standing in the forest.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2537,A young boy throwing a ball.,The young boy is relaxing on the couch with his hands behind his head.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,0,3,5
2538,Workers on a platform work together to carry an item with skyscrapers in the background.,Workers on a platform work to clean windows by the ocean.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2539,A boy with a cap carrying a skateboard is walking along the lip of a feature at a skate park.,The boy is going to the mall.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
2540,A man with mismatched shoes sits in front of an entrance.,The man has no shoes.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,1,0,7,1,0
2541,Many people are crowded around a game table with toy bears hanging over it.,The table with the toy bears on it has collapsed.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2542,A woman in a withe shirt and brown skirt is playing with a large mouse trap type toy involving a black wired track that guides colored balls around a circuit.,A man opens the door to enter the church.,0,1,0,1,2,2,1,1,2,0,1,2,1,8,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2543,Young African man does work in a field.,A young african man got his high school diploma.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,1,0,0,1,0,3,1,0,2,4,7,1,4
2544,"A child in a blue shirt, with a hat, trying to climb a fence.",The child is climbing a ladder.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,2,0,3,2,0,3,2,1,7,2
2545,Two people sitting on a bench with their dog next to a body of water.,They are jumping up and down.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,0,0,0,0,0,0,0,1,8,8
2546,Number 21 slides into second base as number 4 runs to first base.,Number 21 is sliding into first base.,0,0,0,2,0,2,2,0,2,1,0,2,3,1,7,0,1,0,0,1,2,0,1,2,0,1,2,9,0,2
2547,A woman in jeans rests on a bench in a gallery or shop setting.,A woman is sitting in a booth.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
2548,People are standing on a freeway where a motorcycle accident has just occurred.,People are made from road dust.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
2549,A young girl smiles as she walks in a parade boding orange and white.,The girl is frowning.,0,1,0,1,2,1,1,3,0,4,2,1,2,4,6,0,0,0,0,2,0,0,2,0,0,4,0,6,2,6
2550,The brown dog is standing on the beach as the waves lap up around its feet.,The dog is digging a hole in the sand on the beach.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,1,0,1,3,3,1,3,3,2,9,3
2551,A girl in a pink dress is jubilant while a woman blows bubbles nearby.,A girl is inside on a couch.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
2552,A man in a black top is jumping on a sunny day.,A man is jumping on a rainy day.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
2553,A street vendor tends to his stand with lots of kids toys and items.,the vendor is at church praying,0,1,0,1,1,2,1,1,2,0,1,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
2554,"A woman with a brown coat and a woman with a black top stand along displays of oranges, apples, and other fruits.",The women are swimming in the oceans of Tahiti.,0,0,0,2,0,2,0,3,2,2,3,2,2,9,1,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
2555,An older man in front of a vase display in the middle of a room with a large crowd in the background.,Some boys at a rock concert.,0,0,0,2,0,2,0,0,2,2,0,2,1,6,1,0,0,0,0,2,0,0,2,0,0,4,0,1,8,8
2556,He is at work overlooking the busy streets below.,The man comtemplates jumping.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
2557,"Two children are standing on a beach making faces, their forearms covered in mud reaching towards the viewer.","Two children are standing on a beach, making faces, their forearms covered in oil.",0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,1,0,2,1,2,2,1,2,2,1,2,5,7,2
2558,Man in blue apron lifting lid to barrel style grill while another man watches,A man fishing by the pond,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2559,A man walking his dog while using his cellphone at dusk.,A man is walking his friends dog while on the phone.,0,1,0,1,1,1,1,2,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2560,A brown fluffy dog lays in the snow with its green ball.,A dog is in the basement chewing on rawhide.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,1,1,2,1,1,2,1,1,4,4,2,2,4
2561,The white dog jumps for an object thrown by his master.,The dog is a female puppy.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,0,0,1,3,3,1,3,3,2,9,3
2562,A man in a wheelchair plays his guitar on a sidewalk.,A man is dancing on stage.,0,1,0,1,1,2,1,1,2,0,1,2,6,8,4,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2563,"A man removes his shoes, sits on the bench, and watches the large fountain.",The man is running from a thief,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,4
2564,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door.,A man is doing yoga on a mat between an SUV and a pickup.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,2,0,1,2,0,1,2,7,7,2
2565,A man dressed in ceremonial clothing is dancing outside with people following him waving their hands.,The man is singing in an Iron Man costume.,0,1,0,1,1,1,0,1,0,0,1,0,6,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2566,People in native dress performing a dance.,People in native dress performing a sacrifice.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2567,Two basketball players oppose each other at the net.,Two basketball players are playing on the moon.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
2568,A soldier ducking holding a weapon wearing green clothing.,Nobody is ducking.,0,1,0,2,1,1,0,1,0,2,1,0,9,5,2,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0
2569,Two children enjoy tubing on the lake.,Two children are sleeping in their beds.,0,0,1,2,0,0,2,0,1,4,2,4,0,7,8,0,0,0,2,0,0,2,0,0,2,0,1,5,8,7
2570,A young woman with a ponytail climbs a white stone structure.,The woman stands on the field.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2571,A woman is pointing at a computer device for a young girl,A woman and girl are having lunch tohether.,0,0,0,2,2,1,0,3,0,2,3,0,2,4,0,0,0,1,0,0,1,0,0,1,0,0,4,1,5,4
2572,a small boy looks out over a body of water.,The boy is climbing a mountain.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
2573,A black woman with a red turban is wrapped in a towel and wears a pink shirt near a bucket.,The woman is not black.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
2574,A man in a blue shirt and sweater sitting outside against a blue building sewing silver fabric.,A man starts fabric company.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,2,0,7,1,0
2575,The dog is looking at the water.,The dog is looking at a ball.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,1,0,1,3,3,1,3,3,2,9,3
2576,Someone is selling food on a set of doorsteps.,A group of girl scouts sold cookies on the street.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,0,2,0,3,2,0,0,2,1,3,2
2577,"A man and a woman, both wearing hiking gear, are standing on the edge of a large canyon.",A man and a woman are on a boat celebrating the Fourth of July.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
2578,Person works on metal-working project involving wheels and chains.,The person is working with wood.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,3,2,0,1,2,7,1,2
2579,"A young blond girl in a pink ski suit and hat is crying, and being comforted by her mother who is holding her.",Two guys are playing baseball.,0,0,0,2,0,2,2,0,2,1,0,2,3,0,7,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2580,Person sitting in a chair selling goods outside of a building.,A man is watching T.V. at home.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2581,An asian man examines an arrangement of food.,A man reads a book,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
2582,A medical professional operating a microscope and viewed on a computer.,A professional talks with his patient.,0,1,0,1,1,1,0,1,0,2,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2583,A girl sitting down drinking water surrounded by girls helping her feeling better.,A girl is drinking water while riding a bike.,0,1,0,1,2,1,2,3,0,4,2,1,2,4,6,0,1,0,0,1,2,0,1,2,0,3,2,1,7,2
2584,A guy wearing protective gear is welding a steel beam.,The guy is woodworking.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,2,0,3,2,0,2,2,7,1,2
2585,A group of people standing on the corner.,The people are sitting on a bench.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,0,0,0,0,0,4,0,1,8,8
2586,A military man with an orange safety vest is behind the wheel of a military vehicle.,He is dressed only in camo.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,3,0,7,1,0
2587,A man offers his phone across the table.,a man sleeping on a couch,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
2588,A boy is doing a kick flip off a ramp on his skateboard in a skate park.,The boy is surfing,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,0,3,5
2589,Group of people riding in a bus.,A lone person riding in a bus.,0,1,0,2,0,1,0,0,0,2,0,0,9,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2590,A man taking a break from fishing.,The man has been home sick with the flu all day.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
2591,"A woman with a short, white skirt, black boots and a red bag walks away.",Nobody is walking.,0,1,0,1,2,1,0,3,0,2,3,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2592,Man in costume poses while holding a knife.,the man is is holding a goat,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,2,0,3,2,0,2,2,7,6,2
2593,"A Woman with a white Blouse, and blue Jeans, sitting on a Bench.",A young mother tries to control two small children in the candy isle of a store.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2594,A girl dances on a stage.,The girl is playing a board game.,0,1,0,1,2,1,2,3,0,4,2,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,6
2595,A brown and black dog laying on a gray plushie in front of a TV showing breaking news.,The dogs are playing chess.,0,0,0,2,0,2,0,2,2,2,4,2,4,3,7,0,0,0,0,2,0,0,2,3,0,4,3,7,8,3
2596,"A young man wearing a blue hoodie and black beanie is standing next to a shopping cart in front of an aisle of Women's Lifestyle magazines, looking at a tabloid with the headline ""I'm pregnant!""",The young man is sitting in the hospital waiting room while his sister delivers her baby.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2597,A woman stands on a concrete block taking a picture of a group of people on a sidewalk beside the road.,There are people running a race.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,7,0,0,1,0,2,1,0,2,1,0,4,4,1,8,4
2598,A woman on a sidewalk with luggage.,A woman has luggage above her head.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2599,A man and a young girl pose next to a red car that is parked in a driveway.,A man and young girl are about to hop on a motorcycle and ride.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,0,2,0,0,2,0,0,2,1,3,2
